artist,song,popularity,uri,url
Fiona Apple,Criminal,0,spotify:track:516f6F9Zd3AbWJnFHwtDF9,https://open.spotify.com/track/516f6F9Zd3AbWJnFHwtDF9
Vertical Horizon,Everything You Want,64,spotify:track:4cKGldbhGJniI8BrB3K6tb,https://open.spotify.com/track/4cKGldbhGJniI8BrB3K6tb
Chumbawamba,Tubthumping,63,spotify:track:5YScXJKtefsgdskIy60N7A,https://open.spotify.com/track/5YScXJKtefsgdskIy60N7A
Incubus,Pardon Me,69,spotify:track:1Y13csEpu3TK5gQdzGLrd8,https://open.spotify.com/track/1Y13csEpu3TK5gQdzGLrd8
CAKE,The Distance,8,spotify:track:0xMEF2WiqKWTIG7Krjungw,https://open.spotify.com/track/0xMEF2WiqKWTIG7Krjungw
Deee-Lite,Groove Is in the Heart,18,spotify:track:2UVLuddklEVak5PXgC7baA,https://open.spotify.com/track/2UVLuddklEVak5PXgC7baA
Dido,Here With Me,47,spotify:track:5kj1AhJxSUums4ddBEaMhT,https://open.spotify.com/track/5kj1AhJxSUums4ddBEaMhT
Sarah McLachlan,Building a Mystery,54,spotify:track:3ozomn4PrGEKEuusxX2HpC,https://open.spotify.com/track/3ozomn4PrGEKEuusxX2HpC
Oasis,Wonderwall - Remastered,0,spotify:track:5wj4E6IsrVtn8IBJQOd0Cl,https://open.spotify.com/track/5wj4E6IsrVtn8IBJQOd0Cl
Foo Fighters,My Hero,77,spotify:track:4dVbhS6OiYvFikshyaQaCN,https://open.spotify.com/track/4dVbhS6OiYvFikshyaQaCN
Marcy Playground,Sex & Candy,71,spotify:track:5mkGfmJGFZpwK9nA5amOhv,https://open.spotify.com/track/5mkGfmJGFZpwK9nA5amOhv
Crash Test Dummies,Mmm Mmm Mmm Mmm,52,spotify:track:76nvqWPFucUra1xCkN1tnD,https://open.spotify.com/track/76nvqWPFucUra1xCkN1tnD
Savage Garden,I Want You,39,spotify:track:7g1Obgz4J6OPeLhh18pS7A,https://open.spotify.com/track/7g1Obgz4J6OPeLhh18pS7A
Pearl Jam,Even Flow,46,spotify:track:7A9r5ZkRVuBPzjzY2CGYfS,https://open.spotify.com/track/7A9r5ZkRVuBPzjzY2CGYfS
Wyclef Jean,Gone Till November (feat. The New York Philharmonic Orchestra),44,spotify:track:6Gd123r71KDdpH8JRdYvrh,https://open.spotify.com/track/6Gd123r71KDdpH8JRdYvrh
Barenaked Ladies,One Week,0,spotify:track:1C0pmryC2MdXfa7MZ9uIrU,https://open.spotify.com/track/1C0pmryC2MdXfa7MZ9uIrU
Counting Crows,Mr. Jones,79,spotify:track:5DiXcVovI0FcY2s0icWWUu,https://open.spotify.com/track/5DiXcVovI0FcY2s0icWWUu
Shawn Colvin,Sunny Came Home,54,spotify:track:4mOxpj82q6n3EO7HBZCelX,https://open.spotify.com/track/4mOxpj82q6n3EO7HBZCelX
Bruce Springsteen,Streets of Philadelphia,0,spotify:track:33PYfsUghmJi6rcKCfJ7my,https://open.spotify.com/track/33PYfsUghmJi6rcKCfJ7my
The Notorious B.I.G.,Mo Money Mo Problems (feat. Mase & Puff Daddy),0,spotify:track:3kG2YgxjYnnPBlo7H08Xt3,https://open.spotify.com/track/3kG2YgxjYnnPBlo7H08Xt3
Matchbox Twenty,Push,72,spotify:track:2KVwlelhxKUy8LVV6JypH3,https://open.spotify.com/track/2KVwlelhxKUy8LVV6JypH3
Haddaway,What Is Love,0,spotify:track:4v6jydWBTAIqnyPVNyOAdc,https://open.spotify.com/track/4v6jydWBTAIqnyPVNyOAdc
Matthew Sweet,Girlfriend,51,spotify:track:338gPBomyqx33wfeF1AGOd,https://open.spotify.com/track/338gPBomyqx33wfeF1AGOd
Lisa Loeb & Nine Stories,Stay,0,spotify:track:0jlgrHvssAloyAidZ1aJzs,https://open.spotify.com/track/0jlgrHvssAloyAidZ1aJzs
Whitney Houston,I Have Nothing - Film Version,57,spotify:track:76puoNshqjAAocKl5KbmpQ,https://open.spotify.com/track/76puoNshqjAAocKl5KbmpQ
Dave Matthews Band,Crash into Me,65,spotify:track:1HL3yEnYq8LEyFQ3QegA5V,https://open.spotify.com/track/1HL3yEnYq8LEyFQ3QegA5V
Our Lady Peace,Innocent,25,spotify:track:74JZNZYpj7lXWpV0b6rhGQ,https://open.spotify.com/track/74JZNZYpj7lXWpV0b6rhGQ
Beck,Loser,69,spotify:track:5NTZM8YYeKM2YsGSffVIge,https://open.spotify.com/track/5NTZM8YYeKM2YsGSffVIge
A Tribe Called Quest,Award Tour,65,spotify:track:5YTM7OgQDt9EJAYcfHLniJ,https://open.spotify.com/track/5YTM7OgQDt9EJAYcfHLniJ
Warrant,Cherry Pie,64,spotify:track:7LygtNjQ65PSdzVjUnHXQb,https://open.spotify.com/track/7LygtNjQ65PSdzVjUnHXQb
Sir Mix-A-Lot,Baby Got Back,0,spotify:track:4vvOv6MDFFPpEb1gwwb2ZD,https://open.spotify.com/track/4vvOv6MDFFPpEb1gwwb2ZD
Shawn Mullins,Lullaby,52,spotify:track:5sMUwUR3JI2woCOrNbizUt,https://open.spotify.com/track/5sMUwUR3JI2woCOrNbizUt
Silverchair,Tomorrow,65,spotify:track:24tO365YW6lcZr1hN4Ukzj,https://open.spotify.com/track/24tO365YW6lcZr1hN4Ukzj
Céline Dion,"Because You Loved Me (Theme from ""Up Close and Personal"")",0,spotify:track:215CQxt51QFSSjh56Q9cOH,https://open.spotify.com/track/215CQxt51QFSSjh56Q9cOH
Sarah McLachlan,Angel,69,spotify:track:3xZMPZQYETEn4hjor3TR1A,https://open.spotify.com/track/3xZMPZQYETEn4hjor3TR1A
Semisonic,Closing Time,73,spotify:track:1A5V1sxyCLpKJezp75tUXn,https://open.spotify.com/track/1A5V1sxyCLpKJezp75tUXn
Foo Fighters,Learn to Fly,78,spotify:track:5OQsiBsky2k2kDKy2bX2eT,https://open.spotify.com/track/5OQsiBsky2k2kDKy2bX2eT
Incubus,Drive,76,spotify:track:7nnWIPM5hwE3DaUBkvOIpy,https://open.spotify.com/track/7nnWIPM5hwE3DaUBkvOIpy
Pearl Jam,Even Flow,78,spotify:track:6QewNVIDKdSl8Y3ycuHIei,https://open.spotify.com/track/6QewNVIDKdSl8Y3ycuHIei
Spin Doctors,Two Princes,70,spotify:track:0cuq829zRNq4AEdmDJA4aw,https://open.spotify.com/track/0cuq829zRNq4AEdmDJA4aw
Fuel,Shimmer,64,spotify:track:74KI6d8jEM2zwOAo3luayU,https://open.spotify.com/track/74KI6d8jEM2zwOAo3luayU
311,Down,59,spotify:track:0HDaKOlVAfUWXdFR2RhBtN,https://open.spotify.com/track/0HDaKOlVAfUWXdFR2RhBtN
Audioslave,Like a Stone,79,spotify:track:3YuaBvuZqcwN3CEAyyoaei,https://open.spotify.com/track/3YuaBvuZqcwN3CEAyyoaei
CAKE,The Distance,61,spotify:track:0fsz7tJ7UKXT9hliLfO7aE,https://open.spotify.com/track/0fsz7tJ7UKXT9hliLfO7aE
Foo Fighters,Everlong,86,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,https://open.spotify.com/track/5UWwZ5lm5PKu6eKsHAGxOk
Soundgarden,Black Hole Sun,78,spotify:track:2EoOZnxNgtmZaD8uUmz2nD,https://open.spotify.com/track/2EoOZnxNgtmZaD8uUmz2nD
Alice In Chains,Would?,40,spotify:track:3oZKgn93EKPxLp2kRY2KRR,https://open.spotify.com/track/3oZKgn93EKPxLp2kRY2KRR
Goldfinger,Superman,64,spotify:track:4X3qGigyU6ARi3HP4lWD95,https://open.spotify.com/track/4X3qGigyU6ARi3HP4lWD95
The Offspring,Pretty Fly (For a White Guy),0,spotify:track:15HadeuRG9THazDGzLH8ZU,https://open.spotify.com/track/15HadeuRG9THazDGzLH8ZU
Korn,Freak On a Leash,77,spotify:track:6W21LNLz9Sw7sUSNWMSHRu,https://open.spotify.com/track/6W21LNLz9Sw7sUSNWMSHRu
Screaming Trees,Nearly Lost You,32,spotify:track:5lqvKus0CohDfnFKrpR2DY,https://open.spotify.com/track/5lqvKus0CohDfnFKrpR2DY
Weezer,Buddy Holly,0,spotify:track:7GptbanebPZYkLPvjNfd6m,https://open.spotify.com/track/7GptbanebPZYkLPvjNfd6m
Toad The Wet Sprocket,All I Want,57,spotify:track:2GHYJ0dhVds3PODKnTdiGE,https://open.spotify.com/track/2GHYJ0dhVds3PODKnTdiGE
Third Eye Blind,Semi-Charmed Life,75,spotify:track:42et6fnHCw1HIPSrdPprMl,https://open.spotify.com/track/42et6fnHCw1HIPSrdPprMl
Incubus,I Miss You,56,spotify:track:0ZVorBFSmsJBE0pczFzIvk,https://open.spotify.com/track/0ZVorBFSmsJBE0pczFzIvk
311,All Mixed Up,61,spotify:track:18ZOH3KKu5Elt5ysocFyX4,https://open.spotify.com/track/18ZOH3KKu5Elt5ysocFyX4
The Presidents Of The United States Of America,Lump,66,spotify:track:2JdzB67NvIa90K4gEZPLeX,https://open.spotify.com/track/2JdzB67NvIa90K4gEZPLeX
Eagle-Eye Cherry,Save Tonight,66,spotify:track:1t2Hq2WIBcZINOEnK6mdJG,https://open.spotify.com/track/1t2Hq2WIBcZINOEnK6mdJG
Rage Against The Machine,Bulls On Parade,76,spotify:track:0tZ3mElWcr74OOhKEiNz1x,https://open.spotify.com/track/0tZ3mElWcr74OOhKEiNz1x
The Offspring,The Kids Aren't Alright,0,spotify:track:4sQJXbtxwoKHG7PwMRJ0Ig,https://open.spotify.com/track/4sQJXbtxwoKHG7PwMRJ0Ig
Sponge,Plowed,58,spotify:track:3vaONhSGEscyYeYoGpMLW4,https://open.spotify.com/track/3vaONhSGEscyYeYoGpMLW4
Our Lady Peace,Superman's Dead,52,spotify:track:1612JQ4JxS8bm5ky53N3bH,https://open.spotify.com/track/1612JQ4JxS8bm5ky53N3bH
No Doubt,Just A Girl,71,spotify:track:5lWRaa0fBxDE5yU91npPq7,https://open.spotify.com/track/5lWRaa0fBxDE5yU91npPq7
Sublime,What I Got,0,spotify:track:3oVSsJXNADnYAnZWiEWFJH,https://open.spotify.com/track/3oVSsJXNADnYAnZWiEWFJH
Goldfinger,Here In Your Bedroom,40,spotify:track:0e0qRLVKIW1JNkLZg14bQF,https://open.spotify.com/track/0e0qRLVKIW1JNkLZg14bQF
Stone Temple Pilots,Interstate Love Song,0,spotify:track:1AfYo6cKm3yHsJHdmNoGO1,https://open.spotify.com/track/1AfYo6cKm3yHsJHdmNoGO1
Alice In Chains,No Excuses,0,spotify:track:5s7tg13b0zcD8xvuQYrMNG,https://open.spotify.com/track/5s7tg13b0zcD8xvuQYrMNG
Blind Melon,No Rain - Remastered 2002,49,spotify:track:4ptSL1o2pRgNvrC4wsN1Pl,https://open.spotify.com/track/4ptSL1o2pRgNvrC4wsN1Pl
CAKE,Short Skirt / Long Jacket,66,spotify:track:3OOFEF20WqtsUPcRbPY3L7,https://open.spotify.com/track/3OOFEF20WqtsUPcRbPY3L7
The Presidents Of The United States Of America,Volcano,44,spotify:track:09JxX9P3dqSl0I3lDGrTie,https://open.spotify.com/track/09JxX9P3dqSl0I3lDGrTie
Korn,Got the Life,73,spotify:track:6nJPHXRpKYv2yqtalEjKy5,https://open.spotify.com/track/6nJPHXRpKYv2yqtalEjKy5
Foo Fighters,Monkey Wrench,71,spotify:track:44wXefe8WB9Fd6xwtmAwbR,https://open.spotify.com/track/44wXefe8WB9Fd6xwtmAwbR
Our Lady Peace,Clumsy,45,spotify:track:5IOUNrN8E37eLGdLNRr9aC,https://open.spotify.com/track/5IOUNrN8E37eLGdLNRr9aC
Fastball,The Way,64,spotify:track:7IsEXPk6qqt30FfQv4SZMa,https://open.spotify.com/track/7IsEXPk6qqt30FfQv4SZMa
The Smashing Pumpkins,1979,0,spotify:track:5KRRcT67VNIZUygEbMoIC1,https://open.spotify.com/track/5KRRcT67VNIZUygEbMoIC1
Pearl Jam,Jeremy,72,spotify:track:62nQ8UZVqR2RMvkJHkcO2o,https://open.spotify.com/track/62nQ8UZVqR2RMvkJHkcO2o
311,Amber,63,spotify:track:51UtgWS4z1eMPuLQOzPtNH,https://open.spotify.com/track/51UtgWS4z1eMPuLQOzPtNH
Green Day,When I Come Around,77,spotify:track:1Dr1fXbc2IxaK1Mu8P8Khz,https://open.spotify.com/track/1Dr1fXbc2IxaK1Mu8P8Khz
Pearl Jam,Alive,77,spotify:track:1L94M3KIu7QluZe63g64rv,https://open.spotify.com/track/1L94M3KIu7QluZe63g64rv
Eve 6,Here's to the Night,55,spotify:track:4tgeQrPu5xkrnwErym2JsJ,https://open.spotify.com/track/4tgeQrPu5xkrnwErym2JsJ
Soul Asylum,Somebody to Shove (2022 Remaster),51,spotify:track:41TVMXb9THdtTlo2KojUDe,https://open.spotify.com/track/41TVMXb9THdtTlo2KojUDe
Garbage,Only Happy When It Rains,0,spotify:track:7HIhaJ1F7Nc3lQcyDb38fA,https://open.spotify.com/track/7HIhaJ1F7Nc3lQcyDb38fA
Alice In Chains,Man in the Box,76,spotify:track:6gZVQvQZOFpzIy3HblJ20F,https://open.spotify.com/track/6gZVQvQZOFpzIy3HblJ20F
Toad The Wet Sprocket,Walk On The Ocean,40,spotify:track:6DfvtrAhkXb6ruEaTGdA8r,https://open.spotify.com/track/6DfvtrAhkXb6ruEaTGdA8r
Beck,Loser,72,spotify:track:5PntSbMHC1ud6Vvl8x56qd,https://open.spotify.com/track/5PntSbMHC1ud6Vvl8x56qd
Goldfinger,99 Red Balloons,48,spotify:track:5IXeOf1hqORwp8b6c1Asqa,https://open.spotify.com/track/5IXeOf1hqORwp8b6c1Asqa
Silverchair,Pure Massacre,51,spotify:track:7qCIP5KHYy9HuXbEEWzmC7,https://open.spotify.com/track/7qCIP5KHYy9HuXbEEWzmC7
Corrosion Of Conformity,Clean My Wounds,56,spotify:track:6g48vpikqU2atsrDXdGzKo,https://open.spotify.com/track/6g48vpikqU2atsrDXdGzKo
Chris Cornell,Seasons,33,spotify:track:5fuxkBTKB1ZlYI3ia2HnLz,https://open.spotify.com/track/5fuxkBTKB1ZlYI3ia2HnLz
System Of A Down,Chop Suey!,84,spotify:track:2DlHlPMa4M17kufBvI2lEN,https://open.spotify.com/track/2DlHlPMa4M17kufBvI2lEN
Wheatus,Teenage Dirtbag,72,spotify:track:3LI4MmibTkXH5cGpCGZgyw,https://open.spotify.com/track/3LI4MmibTkXH5cGpCGZgyw
Nine Days,Absolutely (Story of a Girl) - Radio Mix,68,spotify:track:3mNecsYFb6LQg7822DPXCP,https://open.spotify.com/track/3mNecsYFb6LQg7822DPXCP
Everclear,Santa Monica,72,spotify:track:37EJtTS7jT5WUyXGZzrwnI,https://open.spotify.com/track/37EJtTS7jT5WUyXGZzrwnI
Foo Fighters,Breakout,62,spotify:track:2kh0u2d2YKQ7BCqeLPdHk6,https://open.spotify.com/track/2kh0u2d2YKQ7BCqeLPdHk6
Ben Folds Five,Brick,55,spotify:track:4jKq1e80xAYixkIwt6YyV1,https://open.spotify.com/track/4jKq1e80xAYixkIwt6YyV1
Jerry Cantrell,Cut You In,55,spotify:track:0ecuZefr04QYl0cGpT53Nz,https://open.spotify.com/track/0ecuZefr04QYl0cGpT53Nz
The Boo Radleys,There She Goes,37,spotify:track:49NL7CMHXugSn72znOA5Nd,https://open.spotify.com/track/49NL7CMHXugSn72znOA5Nd
Our Lady Peace,Innocent,28,spotify:track:00wrX4c19o3QWj4JmPAX2D,https://open.spotify.com/track/00wrX4c19o3QWj4JmPAX2D
Oasis,Wonderwall,0,spotify:track:7JrUo70YjhU4S7flcJtK0k,https://open.spotify.com/track/7JrUo70YjhU4S7flcJtK0k
Midnight Oil,Blue Sky Mine - Remastered,40,spotify:track:64eZ2hy7R21VDPgzeQrb9q,https://open.spotify.com/track/64eZ2hy7R21VDPgzeQrb9q
Dog's Eye View,Everything Falls Apart,45,spotify:track:4l1W5SkH8EJJ9RQEq6UFMW,https://open.spotify.com/track/4l1W5SkH8EJJ9RQEq6UFMW
Audioslave,Show Me How to Live,71,spotify:track:1Qdnvn4XlmZANCVy3XjrQo,https://open.spotify.com/track/1Qdnvn4XlmZANCVy3XjrQo
Fuel,Hemorrhage (In My Hands),63,spotify:track:1sjrDQXqAa9V07FjKIlAQ4,https://open.spotify.com/track/1sjrDQXqAa9V07FjKIlAQ4
Semisonic,Closing Time,0,spotify:track:087OBLtoeS3Q6j0k6tMNAI,https://open.spotify.com/track/087OBLtoeS3Q6j0k6tMNAI
Stone Temple Pilots,Interstate Love Song,55,spotify:track:600s08VdbjiyAjDGDjYSFI,https://open.spotify.com/track/600s08VdbjiyAjDGDjYSFI
Pearl Jam,Even Flow,0,spotify:track:7vPnlEkCGmYx2Eier8YBwc,https://open.spotify.com/track/7vPnlEkCGmYx2Eier8YBwc
Seven Mary Three,Cumbersome,65,spotify:track:6u1yKoh00WaoSpNp46RzKF,https://open.spotify.com/track/6u1yKoh00WaoSpNp46RzKF
Candlebox,Far Behind,51,spotify:track:1t1NX1DJQDcmZA0lvCnFjC,https://open.spotify.com/track/1t1NX1DJQDcmZA0lvCnFjC
Stone Temple Pilots,Plush - Acoustic,65,spotify:track:3ftHrCjsTUPLgI48m67byk,https://open.spotify.com/track/3ftHrCjsTUPLgI48m67byk
Van Halen,Right Now,55,spotify:track:6N1sNzq3CArC1pMSaZTxaT,https://open.spotify.com/track/6N1sNzq3CArC1pMSaZTxaT
ZZ Top,Doubleback,45,spotify:track:57JtOe7GSDOWbIB71EOCNj,https://open.spotify.com/track/57JtOe7GSDOWbIB71EOCNj
Metallica,Enter Sandman - Live,20,spotify:track:5zinAGcI5aZ63vmqIrUXkj,https://open.spotify.com/track/5zinAGcI5aZ63vmqIrUXkj
Kenny Wayne Shepherd,Blue on Black,61,spotify:track:7GRq9NUgqhxPGUUksX02fk,https://open.spotify.com/track/7GRq9NUgqhxPGUUksX02fk
Damn Yankees,Coming of Age,47,spotify:track:1VMqkvlOqaH0HP0nsj1bx5,https://open.spotify.com/track/1VMqkvlOqaH0HP0nsj1bx5
INXS,Suicide Blonde,54,spotify:track:3DPyS3odFIWQ3E2IFqHEdG,https://open.spotify.com/track/3DPyS3odFIWQ3E2IFqHEdG
Stone Temple Pilots,Sex Type Thing - Demo,12,spotify:track:6p4041ml7oQ7gGCJqY0gl5,https://open.spotify.com/track/6p4041ml7oQ7gGCJqY0gl5
R.E.M.,Losing My Religion,85,spotify:track:31AOj9sFz2gM0O3hMARRBx,https://open.spotify.com/track/31AOj9sFz2gM0O3hMARRBx
Soundgarden,Outshined,0,spotify:track:3t365tTYiwszqaXZb2LajN,https://open.spotify.com/track/3t365tTYiwszqaXZb2LajN
Pantera,Walk,75,spotify:track:7fcfNW0XxTWlwVlftzfDOR,https://open.spotify.com/track/7fcfNW0XxTWlwVlftzfDOR
Bush,Machinehead,0,spotify:track:1Z5LCXu5Ca3sHAy6OdUrBT,https://open.spotify.com/track/1Z5LCXu5Ca3sHAy6OdUrBT
Collective Soul,Shine,0,spotify:track:1HZ3cUZUw5htSFmah1V8Ko,https://open.spotify.com/track/1HZ3cUZUw5htSFmah1V8Ko
Porno for Pyros,Tahitian Moon,51,spotify:track:3DwzYRgOgojl0EcdOaJLYr,https://open.spotify.com/track/3DwzYRgOgojl0EcdOaJLYr
Bad Company,Holy Water,46,spotify:track:6mrN5zMwHh391zfSKgSChr,https://open.spotify.com/track/6mrN5zMwHh391zfSKgSChr
L7,Pretend We're Dead,60,spotify:track:3z5ggGtcs4t8pizW521gW9,https://open.spotify.com/track/3z5ggGtcs4t8pizW521gW9
Nirvana,The Man Who Sold The World - Live & Loud,40,spotify:track:6wbuQr8VIbgXHXp1hedMkD,https://open.spotify.com/track/6wbuQr8VIbgXHXp1hedMkD
Stone Temple Pilots,Creep,59,spotify:track:0elH6ukMGLyCHJavHutEza,https://open.spotify.com/track/0elH6ukMGLyCHJavHutEza
Deftones,My Own Summer (Shove It),78,spotify:track:1158ckiB5S4cpsdYHDB9IF,https://open.spotify.com/track/1158ckiB5S4cpsdYHDB9IF
Nine Inch Nails,Head Like a Hole,0,spotify:track:60ig0jG8TkhAwfDRUbP6Eo,https://open.spotify.com/track/60ig0jG8TkhAwfDRUbP6Eo
White Zombie,More Human Than Human,0,spotify:track:1uEuVi8nSI6Y2VzJj6DoDd,https://open.spotify.com/track/1uEuVi8nSI6Y2VzJj6DoDd
Filter,"Hey Man, Nice Shot - Remastered Version",0,spotify:track:6jc5gHCmrZW1XLcRM3wFlC,https://open.spotify.com/track/6jc5gHCmrZW1XLcRM3wFlC
The Goo Goo Dolls,Name,66,spotify:track:1G8jae4jD8mwkXdodqHsBM,https://open.spotify.com/track/1G8jae4jD8mwkXdodqHsBM
Nirvana,Heart-Shaped Box,80,spotify:track:11LmqTE2naFULdEP94AUBa,https://open.spotify.com/track/11LmqTE2naFULdEP94AUBa
Jane's Addiction,Been Caught Stealing,56,spotify:track:4Qievb8Mqy0qxdLNVl02zt,https://open.spotify.com/track/4Qievb8Mqy0qxdLNVl02zt
Alice In Chains,Man in the Box,42,spotify:track:6PvpKM4BW48ic8cbM4Vxcg,https://open.spotify.com/track/6PvpKM4BW48ic8cbM4Vxcg
Alannah Myles,Black Velvet,72,spotify:track:1KU5EHSz04JhGg3rReGJ0N,https://open.spotify.com/track/1KU5EHSz04JhGg3rReGJ0N
Van Halen,Poundcake,45,spotify:track:0kegYC78JtbNsw6n51unh0,https://open.spotify.com/track/0kegYC78JtbNsw6n51unh0
Rush,Dreamline - 2004 Remaster,41,spotify:track:1hM2HXmeYuEe1VTf0O1IFU,https://open.spotify.com/track/1hM2HXmeYuEe1VTf0O1IFU
Dire Straits,Heavy Fuel,40,spotify:track:5rEEkF2wZsHfFHTaEknuji,https://open.spotify.com/track/5rEEkF2wZsHfFHTaEknuji
AC/DC,Big Gun,59,spotify:track:7zjzu90Q4mtNNaE9Ol9Zbv,https://open.spotify.com/track/7zjzu90Q4mtNNaE9Ol9Zbv
Damn Yankees,High Enough,60,spotify:track:5t5rCnsgRBtcKqTB7SbD1Q,https://open.spotify.com/track/5t5rCnsgRBtcKqTB7SbD1Q
Collective Soul,December,0,spotify:track:2PrUKG4kAO27esFEtQu9rL,https://open.spotify.com/track/2PrUKG4kAO27esFEtQu9rL
The Goo Goo Dolls,Million Miles Away - Live,4,spotify:track:14jaMQkUjdrPb9LavLfDFW,https://open.spotify.com/track/14jaMQkUjdrPb9LavLfDFW
Red Hot Chili Peppers,My Friends,62,spotify:track:6HksxcBzMVdT17aq1Q79Xe,https://open.spotify.com/track/6HksxcBzMVdT17aq1Q79Xe
Metallica,Until It Sleeps,57,spotify:track:63aVbch5VRXtQnCITdeDTZ,https://open.spotify.com/track/63aVbch5VRXtQnCITdeDTZ
Stone Temple Pilots,Trippin' on a Hole in a Paper Heart,61,spotify:track:2gdtLnVGGg80Kj9GiqP0vH,https://open.spotify.com/track/2gdtLnVGGg80Kj9GiqP0vH
Buckcherry,Lit Up,63,spotify:track:1OBMSzh2ocRqK2gUFaMBSM,https://open.spotify.com/track/1OBMSzh2ocRqK2gUFaMBSM
Red Hot Chili Peppers,Scar Tissue,81,spotify:track:1G391cbiT3v3Cywg8T7DM1,https://open.spotify.com/track/1G391cbiT3v3Cywg8T7DM1
Metallica,Turn The Page,61,spotify:track:7HPhrbgMHV5cUskknWA2oo,https://open.spotify.com/track/7HPhrbgMHV5cUskknWA2oo
Stone Temple Pilots,Only Dying - Demo Edit,25,spotify:track:1YUpPVItgM6nYkordbSRLK,https://open.spotify.com/track/1YUpPVItgM6nYkordbSRLK
The Offspring,Self Esteem,3,spotify:track:6EsBn1Md8C5YdbCzvwvZq8,https://open.spotify.com/track/6EsBn1Md8C5YdbCzvwvZq8
Florida Georgia Line,This Is How We Roll - Remix,53,spotify:track:3Hs4ytyLFzB2HKk2ZSohko,https://open.spotify.com/track/3Hs4ytyLFzB2HKk2ZSohko
DJDS,Why Don't You Come On,42,spotify:track:1zOrNX2Rp00WGJzNJUfj0V,https://open.spotify.com/track/1zOrNX2Rp00WGJzNJUfj0V
Sheppard,Smile,25,spotify:track:1iAQYy8QPlnS9cVWG9KFqg,https://open.spotify.com/track/1iAQYy8QPlnS9cVWG9KFqg
Tyrone Wells,Happy as the Sun,0,spotify:track:1y3inOvjbVkdHOCl9LnACl,https://open.spotify.com/track/1y3inOvjbVkdHOCl9LnACl
Canopy Climbers,Home Away from Home,39,spotify:track:0MaDLHCiHmW4wZERHhz9QA,https://open.spotify.com/track/0MaDLHCiHmW4wZERHhz9QA
Twenty One Pilots,House of Gold,70,spotify:track:36tghkPg1AO4HsAzo6YpPp,https://open.spotify.com/track/36tghkPg1AO4HsAzo6YpPp
AJR,Growing Old on Bleecker Street,49,spotify:track:3n622hniaMFIJ6Dbf6B1WS,https://open.spotify.com/track/3n622hniaMFIJ6Dbf6B1WS
Yael Naim,New Soul,55,spotify:track:476JcJ3TpAuCOlGdCmomGm,https://open.spotify.com/track/476JcJ3TpAuCOlGdCmomGm
Mandy Harvey,Mara's Song,27,spotify:track:6gvqSzbef5bq2X8SFt349y,https://open.spotify.com/track/6gvqSzbef5bq2X8SFt349y
Dawes,All Your Favorite Bands,50,spotify:track:0HOvoZ4m0aJp6vY4fVrI51,https://open.spotify.com/track/0HOvoZ4m0aJp6vY4fVrI51
The Avett Brothers,Live And Die,52,spotify:track:19n9s9SfnLtwPEODqk8KCT,https://open.spotify.com/track/19n9s9SfnLtwPEODqk8KCT
Robbie Seay Band,New Day,37,spotify:track:1Jc3DqBxWynXZPQLmOEHEe,https://open.spotify.com/track/1Jc3DqBxWynXZPQLmOEHEe
John Mayer,Waiting On the World to Change,74,spotify:track:5imShWWzwqfAJ9gXFpGAQh,https://open.spotify.com/track/5imShWWzwqfAJ9gXFpGAQh
Matt Simons,Catch & Release - Deepend Remix,49,spotify:track:4X99feVnw46VIk2VNqWWL3,https://open.spotify.com/track/4X99feVnw46VIk2VNqWWL3
The Head And The Heart,Lost in My Mind,0,spotify:track:3gvAGvbMCRvVDDp8ZaIPV5,https://open.spotify.com/track/3gvAGvbMCRvVDDp8ZaIPV5
Eagles,Take It Easy - 2013 Remaster,78,spotify:track:4yugZvBYaoREkJKtbG08Qr,https://open.spotify.com/track/4yugZvBYaoREkJKtbG08Qr
High Dive Heart,Vintage,27,spotify:track:6OZN0x5aVfM4MBGD3lJStU,https://open.spotify.com/track/6OZN0x5aVfM4MBGD3lJStU
Nick Jonas,"Introducing Me - From ""Camp Rock 2: The Final Jam""",65,spotify:track:74tQaH4CxM5Rs9BzerEbHr,https://open.spotify.com/track/74tQaH4CxM5Rs9BzerEbHr
Corinne Bailey Rae,Put Your Records On,77,spotify:track:2nGFzvICaeEWjIrBrL2RAx,https://open.spotify.com/track/2nGFzvICaeEWjIrBrL2RAx
DISPATCH,The General,64,spotify:track:6n6EXIwLtNwe4u4CFzENYm,https://open.spotify.com/track/6n6EXIwLtNwe4u4CFzENYm
Michael Kiwanuka,Home Again,53,spotify:track:46EuzanXhKwIc7755wLAvS,https://open.spotify.com/track/46EuzanXhKwIc7755wLAvS
The Tallest Man On Earth,The Gardener,0,spotify:track:6oI3Inlpzlik5e7cy4Sdi8,https://open.spotify.com/track/6oI3Inlpzlik5e7cy4Sdi8
The Black Atlantic,Dandelion,0,spotify:track:0BLMP4x0z0Mfv3PUu11IGR,https://open.spotify.com/track/0BLMP4x0z0Mfv3PUu11IGR
Colbie Caillat,I Do,60,spotify:track:42loEE51UDcecom9K8K4ei,https://open.spotify.com/track/42loEE51UDcecom9K8K4ei
Don McLean,American Pie,68,spotify:track:2QgWuCtBpNIpl5trmKCxRf,https://open.spotify.com/track/2QgWuCtBpNIpl5trmKCxRf
