artist,song,popularity,uri,url
Billy Idol,Mony Mony,38,spotify:track:2e5JOKR3sRfhYONhzTQDAx,https://open.spotify.com/track/2e5JOKR3sRfhYONhzTQDAx
Billy Idol,Sweet Sixteen - Remastered,56,spotify:track:3kyW3qviTr2dIyvqa1lEWC,https://open.spotify.com/track/3kyW3qviTr2dIyvqa1lEWC
Billy Idol,Rebel Yell,75,spotify:track:4TIJ7zSBNejpoIPaWpWRKc,https://open.spotify.com/track/4TIJ7zSBNejpoIPaWpWRKc
Billy Joel,New York State of Mind,63,spotify:track:6yjKlmm7vOszkXEUku1EM1,https://open.spotify.com/track/6yjKlmm7vOszkXEUku1EM1
The Black Angels,Young Men Dead,50,spotify:track:3Dnr5MmVE22xUyZXqMPbQf,https://open.spotify.com/track/3Dnr5MmVE22xUyZXqMPbQf
Black Debbath,Den Femte Statsmakt,0,spotify:track:1mGOSyT33rBFJUCR64rbFK,https://open.spotify.com/track/1mGOSyT33rBFJUCR64rbFK
Black Eyed Peas,The Time (Dirty Bit),52,spotify:track:0iQHjEwLtwyGA9kL1H6SeN,https://open.spotify.com/track/0iQHjEwLtwyGA9kL1H6SeN
Black Eyed Peas,Don’t Stop The Party,63,spotify:track:61s24wRVyG7NP9m7EjdDKL,https://open.spotify.com/track/61s24wRVyG7NP9m7EjdDKL
Black Eyed Peas,Boom Boom Pow,44,spotify:track:53e82ad7vcD7fQj6nWdCnM,https://open.spotify.com/track/53e82ad7vcD7fQj6nWdCnM
Black Eyed Peas,Rock That Body,42,spotify:track:1cmQe4EYZI3J0dygdL701Q,https://open.spotify.com/track/1cmQe4EYZI3J0dygdL701Q
Black Eyed Peas,Meet Me Halfway,63,spotify:track:0fXQkrDzvDQiZW4sxSkRUl,https://open.spotify.com/track/0fXQkrDzvDQiZW4sxSkRUl
Black Eyed Peas,Imma Be,43,spotify:track:22538YKRjtLLuosd61VUOn,https://open.spotify.com/track/22538YKRjtLLuosd61VUOn
Black Eyed Peas,I Gotta Feeling,67,spotify:track:1JEsBoCgrdy4Xmu2E6aSj7,https://open.spotify.com/track/1JEsBoCgrdy4Xmu2E6aSj7
Black Eyed Peas,Let's Get Retarded,0,spotify:track:14e7Xs24shtJXF05kOUjDz,https://open.spotify.com/track/14e7Xs24shtJXF05kOUjDz
Black Eyed Peas,Where Is The Love?,7,spotify:track:1FreAz1lmnDi5aKLB6GdFM,https://open.spotify.com/track/1FreAz1lmnDi5aKLB6GdFM
Black Flag,Rise Above,55,spotify:track:4kFfFe38CRVnTsakUTL4E4,https://open.spotify.com/track/4kFfFe38CRVnTsakUTL4E4
The Black Keys,I'll Be Your Man,0,spotify:track:78DAnFAmuBbekO4LeuhRkR,https://open.spotify.com/track/78DAnFAmuBbekO4LeuhRkR
The Black Keys,Howlin’ For You,0,spotify:track:4YEjTfbxA2gqnIRwLyvsIX,https://open.spotify.com/track/4YEjTfbxA2gqnIRwLyvsIX
The Black Keys,Tighten Up,0,spotify:track:3smAYCIyUKT0uiw4HMpIJl,https://open.spotify.com/track/3smAYCIyUKT0uiw4HMpIJl
The Black Keys,Gold on the Ceiling,71,spotify:track:5lN1EH25gdiqT1SFALMAq1,https://open.spotify.com/track/5lN1EH25gdiqT1SFALMAq1
The Black Keys,Have Love Will Travel,0,spotify:track:3zRgFbu0y42O46Rb74TbjL,https://open.spotify.com/track/3zRgFbu0y42O46Rb74TbjL
The Black Keys,Set You Free,40,spotify:track:4BohKS6VyfB9JGnLhutkG9,https://open.spotify.com/track/4BohKS6VyfB9JGnLhutkG9
The Black Keys,Fever,62,spotify:track:3Hx7RXqCS7Kzjy2ot2q1Gk,https://open.spotify.com/track/3Hx7RXqCS7Kzjy2ot2q1Gk
Black Kids,Hurricane Jane,38,spotify:track:4EAlM5jSG8w9RBSI4PTGXE,https://open.spotify.com/track/4EAlM5jSG8w9RBSI4PTGXE
Black Label Society,Blackened Waters,0,spotify:track:3lONVUuBU70ME3LXsSGjJw,https://open.spotify.com/track/3lONVUuBU70ME3LXsSGjJw
Black Label Society,Fire It Up,0,spotify:track:3HoegfUAmXXfJUggXGZUHQ,https://open.spotify.com/track/3HoegfUAmXXfJUggXGZUHQ
Black Rebel Motorcycle Club,Weapon Of Choice,44,spotify:track:2CpcG75q9WnxLX0wUiOmbz,https://open.spotify.com/track/2CpcG75q9WnxLX0wUiOmbz
Black Sabbath,God Is Dead?,58,spotify:track:3IKJNHnVZ2bXGjAFBJiUYo,https://open.spotify.com/track/3IKJNHnVZ2bXGjAFBJiUYo
Black Sabbath,Black Sabbath,55,spotify:track:1udmPvJoBnqitbeYKKc9mc,https://open.spotify.com/track/1udmPvJoBnqitbeYKKc9mc
Black Sabbath,N.I.B.,65,spotify:track:62oNfnQqObaqARM0DTibAL,https://open.spotify.com/track/62oNfnQqObaqARM0DTibAL
Black Sabbath,Born Again - 2009 Remaster,33,spotify:track:4JEqvqrbTNnXpg7wEDlRdw,https://open.spotify.com/track/4JEqvqrbTNnXpg7wEDlRdw
Black Sabbath,Lady Evil - 2009 Remaster,44,spotify:track:4kWp7iQopHC1DW7clIxgQf,https://open.spotify.com/track/4kWp7iQopHC1DW7clIxgQf
Black Sabbath,Heaven and Hell - 2009 Remaster,65,spotify:track:3HzWxmvpQU3QHQ59zw1X4V,https://open.spotify.com/track/3HzWxmvpQU3QHQ59zw1X4V
Black Sabbath,Children of the Grave - 2014 Remaster,60,spotify:track:5clz8BOBulxx7q2yHxqOCk,https://open.spotify.com/track/5clz8BOBulxx7q2yHxqOCk
Black Sabbath,War Pigs,69,spotify:track:0W35nxtHtFlseSojmygEsf,https://open.spotify.com/track/0W35nxtHtFlseSojmygEsf
Black Sabbath,Paranoid,82,spotify:track:1jzDzZWeSDBg5fhNc3tczV,https://open.spotify.com/track/1jzDzZWeSDBg5fhNc3tczV
Black Sabbath,Iron Man,73,spotify:track:0TI8TP4FitVPoEHPTySx48,https://open.spotify.com/track/0TI8TP4FitVPoEHPTySx48
The Blasters,Dark Night,50,spotify:track:3dKGK0ALdWHldGJEXpwt3K,https://open.spotify.com/track/3dKGK0ALdWHldGJEXpwt3K
Blitzkid,She Dominates,17,spotify:track:0waqiIOQOck9npAwp96YIZ,https://open.spotify.com/track/0waqiIOQOck9npAwp96YIZ
Blondie,Call Me,74,spotify:track:4qO03RMQm88DdpTJcxlglY,https://open.spotify.com/track/4qO03RMQm88DdpTJcxlglY
Blondie,Maria,56,spotify:track:4jDhI4nE32u8meRN1aOu8u,https://open.spotify.com/track/4jDhI4nE32u8meRN1aOu8u
Blondie,One Way Or Another - Remastered 2001,68,spotify:track:4cQJ27R11K634x5qCOwKW5,https://open.spotify.com/track/4cQJ27R11K634x5qCOwKW5
Blondie,Heart Of Glass [24-Bit Digitally Remastered 01],56,spotify:track:5XJ1J9QPxaOzdpkGxKU4lA,https://open.spotify.com/track/5XJ1J9QPxaOzdpkGxKU4lA
Blood Red Shoes,It's Getting Boring By The Sea,23,spotify:track:3gab7CsdTCjjkZQbOhYxMF,https://open.spotify.com/track/3gab7CsdTCjjkZQbOhYxMF
Bloodhound Gang,Mope,0,spotify:track:7k7QhEsFKZt0z4u1I1W5Ra,https://open.spotify.com/track/7k7QhEsFKZt0z4u1I1W5Ra
The Bloody Beetroots,Spank (feat. Tai & B. More),0,spotify:track:6OCF7ansjbrhuC63sH3cA2,https://open.spotify.com/track/6OCF7ansjbrhuC63sH3cA2
The Bloody Beetroots,Butter,0,spotify:track:6jUz6EtSbANbbfcHMoGM6B,https://open.spotify.com/track/6jUz6EtSbANbbfcHMoGM6B
The Bloody Beetroots,Warp 1.9 (feat. Steve Aoki),0,spotify:track:1chScCiuiQlRqecWT0DtAn,https://open.spotify.com/track/1chScCiuiQlRqecWT0DtAn
Bob Dylan,Rainy Day Women #12 & 35,46,spotify:track:7BkAlVpGwXXl3sYNn5OoJ7,https://open.spotify.com/track/7BkAlVpGwXXl3sYNn5OoJ7
Bob Dylan,Tangled up in Blue,62,spotify:track:6Vcwr9tb3ZLO63F8DL8cqu,https://open.spotify.com/track/6Vcwr9tb3ZLO63F8DL8cqu
Bob Dylan,Simple Twist of Fate,56,spotify:track:3wAX3qn53iQUFE84hpfeen,https://open.spotify.com/track/3wAX3qn53iQUFE84hpfeen
Bob Dylan,Mr. Tambourine Man,64,spotify:track:3RkQ3UwOyPqpIiIvGVewuU,https://open.spotify.com/track/3RkQ3UwOyPqpIiIvGVewuU
Bob Dylan,Hurricane,68,spotify:track:1lqMLr9Wj7SM2F9AikGcxN,https://open.spotify.com/track/1lqMLr9Wj7SM2F9AikGcxN
Bob Dylan,Dark Eyes,32,spotify:track:20KJVpD0MNRIunIjLzfOHJ,https://open.spotify.com/track/20KJVpD0MNRIunIjLzfOHJ
Bob Dylan,I Shall Be Released - Studio Outtake - 1971,37,spotify:track:5vyw005QQ42hrzrLxb3xEX,https://open.spotify.com/track/5vyw005QQ42hrzrLxb3xEX
Bob Dylan,You Ain't Goin' Nowhere - Studio Outtake - 1971,36,spotify:track:4KmjzHcjcCxmNNBW2MmVf8,https://open.spotify.com/track/4KmjzHcjcCxmNNBW2MmVf8
Bob Dylan,A Hard Rain's A-Gonna Fall,54,spotify:track:7ny2ATvjtKszCpLpfsGnVQ,https://open.spotify.com/track/7ny2ATvjtKszCpLpfsGnVQ
Bob Dylan,All Along the Watchtower,55,spotify:track:0Fnb2pfBfu0ka33d6Yki17,https://open.spotify.com/track/0Fnb2pfBfu0ka33d6Yki17
Bob Dylan,"Lay, Lady, Lay",64,spotify:track:4uYwlMp841PLJmj1gJJwIq,https://open.spotify.com/track/4uYwlMp841PLJmj1gJJwIq
Bob Dylan,Knockin' On Heaven's Door,75,spotify:track:6HSXNV0b4M4cLJ7ljgVVeh,https://open.spotify.com/track/6HSXNV0b4M4cLJ7ljgVVeh
Bob Dylan,Changing of the Guards,52,spotify:track:2vVpjZxlSiqR5wr2YeZPB2,https://open.spotify.com/track/2vVpjZxlSiqR5wr2YeZPB2
Bob Dylan,The Times They Are A-Changin',67,spotify:track:52vA3CYKZqZVdQnzRrdZt6,https://open.spotify.com/track/52vA3CYKZqZVdQnzRrdZt6
Bob Marley & The Wailers,Stir It Up - Original Album Version,20,spotify:track:5xViOWY2187gt5o8iY3Ps6,https://open.spotify.com/track/5xViOWY2187gt5o8iY3Ps6
Bob Marley & The Wailers,Buffalo Soldier,73,spotify:track:7BfW1eoDh27W69nxsmRicb,https://open.spotify.com/track/7BfW1eoDh27W69nxsmRicb
Bob Marley & The Wailers,Three Little Birds,0,spotify:track:1P49MJhU5vzttesFxw3dOM,https://open.spotify.com/track/1P49MJhU5vzttesFxw3dOM
Bob Marley & The Wailers,One Love / People Get Ready,0,spotify:track:2iSXgduBpKrwJuQcuybkxP,https://open.spotify.com/track/2iSXgduBpKrwJuQcuybkxP
Bob Marley & The Wailers,Is This Love,77,spotify:track:6JRLFiX9NJSoRRKxowlBYr,https://open.spotify.com/track/6JRLFiX9NJSoRRKxowlBYr
Bob Marley & The Wailers,Easy Skanking,0,spotify:track:3uPE7F7yucENJfJ4sUiR2C,https://open.spotify.com/track/3uPE7F7yucENJfJ4sUiR2C
Bob Marley & The Wailers,Could You Be Loved,80,spotify:track:5O4erNlJ74PIF6kGol1ZrC,https://open.spotify.com/track/5O4erNlJ74PIF6kGol1ZrC
Bob Marley & The Wailers,Redemption Song,71,spotify:track:26PwuMotZqcczKLHi4Htz3,https://open.spotify.com/track/26PwuMotZqcczKLHi4Htz3
Bobby McFerrin,Don't Worry Be Happy,68,spotify:track:5YbgcwHjQhdT1BYQ4rxWlD,https://open.spotify.com/track/5YbgcwHjQhdT1BYQ4rxWlD
Bon Iver,Skinny Love,2,spotify:track:2cbic3TiUENlJX91y67ARR,https://open.spotify.com/track/2cbic3TiUENlJX91y67ARR
Bon Jovi,I'll Be There For You,51,spotify:track:67YIAxlMlfSNmbnt83zGKh,https://open.spotify.com/track/67YIAxlMlfSNmbnt83zGKh
Bon Jovi,You Give Love A Bad Name,0,spotify:track:3KYiA4vq6RPO1dE2XROXd8,https://open.spotify.com/track/3KYiA4vq6RPO1dE2XROXd8
Bon Jovi,Because We Can,20,spotify:track:5Glfe1FF35yBSluMUflJnd,https://open.spotify.com/track/5Glfe1FF35yBSluMUflJnd
Book Of Black Earth,I See Demons,22,spotify:track:7isLax2Y1dVGso3Es6OGmq,https://open.spotify.com/track/7isLax2Y1dVGso3Es6OGmq
Brandon Flowers,Crossfire,63,spotify:track:6S8r0pRxRUy3OF3UUtNjdN,https://open.spotify.com/track/6S8r0pRxRUy3OF3UUtNjdN
Breakbot,Baby I'm Yours,70,spotify:track:0tZkVZ9DeAa0MNK2gY5NtV,https://open.spotify.com/track/0tZkVZ9DeAa0MNK2gY5NtV
Burzum,War,47,spotify:track:5fwkL23a23iIMUsOOABVc3,https://open.spotify.com/track/5fwkL23a23iIMUsOOABVc3
Burzum,My Journey to the Stars,37,spotify:track:7xLlSz79Lpsfx3FwS9vrCP,https://open.spotify.com/track/7xLlSz79Lpsfx3FwS9vrCP
Burzum,Lost Wisdom,44,spotify:track:5IZHpZCVn1GnoPlODpsfmx,https://open.spotify.com/track/5IZHpZCVn1GnoPlODpsfmx
Burzum,Jesus' Tod,48,spotify:track:2XHG1C3ksw9EAclBFDYZ2M,https://open.spotify.com/track/2XHG1C3ksw9EAclBFDYZ2M
Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,65,spotify:track:5YUJMvTg4AWHKjqQidTsGK,https://open.spotify.com/track/5YUJMvTg4AWHKjqQidTsGK
Cage The Elephant,Ain't No Rest For The Wicked - Original Version,0,spotify:track:5c5a2Ptu8eyIpljhQHjIqk,https://open.spotify.com/track/5c5a2Ptu8eyIpljhQHjIqk
Caifanes,Aquí No Es Así,66,spotify:track:02KG9DpLT3bV4fzUM1bORW,https://open.spotify.com/track/02KG9DpLT3bV4fzUM1bORW
Candlemass,Crystal Ball,36,spotify:track:28fRiFQT4LPLqmBh1zgbC1,https://open.spotify.com/track/28fRiFQT4LPLqmBh1zgbC1
Cannibal Corpse,"Stripped, Raped, And Strangled",48,spotify:track:1sWcWDgthOikmqaHdfTfW2,https://open.spotify.com/track/1sWcWDgthOikmqaHdfTfW2
Cannibal Corpse,Hammer Smashed Face,60,spotify:track:4pFC6tuWErxbO61oFFq3BQ,https://open.spotify.com/track/4pFC6tuWErxbO61oFFq3BQ
Cannibal Corpse,Addicted to Vaginal Skin,43,spotify:track:3J8VYy4AukNEyQnaRnBMjZ,https://open.spotify.com/track/3J8VYy4AukNEyQnaRnBMjZ
Capcom Sound Team,ケルベロス戦闘,38,spotify:track:5Enr0T7kiIIlYOi4gqMceX,https://open.spotify.com/track/5Enr0T7kiIIlYOi4gqMceX
Capcom Sound Team,M-8 START(テメンニグルダイブ),26,spotify:track:5dp43p33B8ardVLfp0gWdC,https://open.spotify.com/track/5dp43p33B8ardVLfp0gWdC
Capcom Sound Team,バージル戦闘2,36,spotify:track:6TZK3CNimVV6qPip9iA7DH,https://open.spotify.com/track/6TZK3CNimVV6qPip9iA7DH
Capcom Sound Team,ドッペルゲンガー戦闘,20,spotify:track:2wABoeXstrXFQRdhZYjfKJ,https://open.spotify.com/track/2wABoeXstrXFQRdhZYjfKJ
Capcom Sound Team,"""DEVILS NEVER CRY""(スタッフロール)",56,spotify:track:3ozivYJGJGq6TSzdy8m64X,https://open.spotify.com/track/3ozivYJGJGq6TSzdy8m64X
Capcom Sound Team,ループデモムービー,36,spotify:track:4S3xWyylKxCMUpth2mkwiW,https://open.spotify.com/track/4S3xWyylKxCMUpth2mkwiW
Capcom Sound Team,Shall Never Surrender (スタッフロール),19,spotify:track:28V8E51oYwpyocyUsqr63y,https://open.spotify.com/track/28V8E51oYwpyocyUsqr63y
Capcom Sound Team,FLOCK OFF!(グリフォン登場〜戦闘),24,spotify:track:65dovao84z0ZYBiqxDEJ3A,https://open.spotify.com/track/65dovao84z0ZYBiqxDEJ3A
Cavalera Conspiracy,Inflikted,42,spotify:track:3bSnE01X7tezLVR8ppZjvB,https://open.spotify.com/track/3bSnE01X7tezLVR8ppZjvB
Carpenter Brut,Escape From Midwich Valley,46,spotify:track:1jBP9dV1MJhVcNh75yCT6I,https://open.spotify.com/track/1jBP9dV1MJhVcNh75yCT6I
CeeLo Green,Fuck You,68,spotify:track:4ycLiPVzE5KamivXrAzGFG,https://open.spotify.com/track/4ycLiPVzE5KamivXrAzGFG
The Chemical Brothers,Swoon,0,spotify:track:1xrr9bAS0zfjCXdLKpLJnA,https://open.spotify.com/track/1xrr9bAS0zfjCXdLKpLJnA
The Chemical Brothers,Hey Boy Hey Girl,66,spotify:track:7kXmJwrZGIhDaLT9sNo3ut,https://open.spotify.com/track/7kXmJwrZGIhDaLT9sNo3ut
Chicago,25 or 6 to 4 - 2002 Remaster,65,spotify:track:7GqIDx2QVGOpd4r1fZaUUW,https://open.spotify.com/track/7GqIDx2QVGOpd4r1fZaUUW
Chuck Berry,Johnny B. Goode,0,spotify:track:4Hbe0lRKsXtDZ2wQIovz7I,https://open.spotify.com/track/4Hbe0lRKsXtDZ2wQIovz7I
Chuck Berry,You Never Can Tell - 1964 Single Version / Mono,0,spotify:track:0iRPnCbrnA4BBWnMQXIhaO,https://open.spotify.com/track/0iRPnCbrnA4BBWnMQXIhaO
The Cinematics,A Strange Education,40,spotify:track:1qlMTivCjISCkR3gLAB3tc,https://open.spotify.com/track/1qlMTivCjISCkR3gLAB3tc
Clairy Browne & The Bangin' Rackettes,Love Letter,35,spotify:track:0Vc8lKVpeK7SeUULvYVncH,https://open.spotify.com/track/0Vc8lKVpeK7SeUULvYVncH
The Clash,London Calling - Remastered,73,spotify:track:5jzma6gCzYtKB1DbEwFZKH,https://open.spotify.com/track/5jzma6gCzYtKB1DbEwFZKH
Classics IV,Stormy,37,spotify:track:5pwqFOPir9wq1QHrIEaXkw,https://open.spotify.com/track/5pwqFOPir9wq1QHrIEaXkw
Clutch,Binge and Purge,38,spotify:track:2lBqQF5G7QCa9dB6oMPYuX,https://open.spotify.com/track/2lBqQF5G7QCa9dB6oMPYuX
Combichrist,Never Surrender,38,spotify:track:2C6doYBvhQSYclTqpl5oJF,https://open.spotify.com/track/2C6doYBvhQSYclTqpl5oJF
Combichrist,Buried Alive,12,spotify:track:7GFcokWZaVJLOkCE6jmnNR,https://open.spotify.com/track/7GFcokWZaVJLOkCE6jmnNR
Combichrist,No Redemption,18,spotify:track:1ZnGru49I0fs6Q7JdQz5Fi,https://open.spotify.com/track/1ZnGru49I0fs6Q7JdQz5Fi
Combichrist,Sent To Destroy,20,spotify:track:2wq3HLYBkckmuOJc5ylB6f,https://open.spotify.com/track/2wq3HLYBkckmuOJc5ylB6f
Corrosion Of Conformity,Albatross,51,spotify:track:3CtKSQyQPdzA2u7n9tjJw2,https://open.spotify.com/track/3CtKSQyQPdzA2u7n9tjJw2
The Cosmetics,Newcomers - Demo 06,38,spotify:track:1HH8aYLT6UAdvyyu2YhQIP,https://open.spotify.com/track/1HH8aYLT6UAdvyyu2YhQIP
The Cranberries,Promises,59,spotify:track:15Trb1S2FDZSMLDzWfnlbg,https://open.spotify.com/track/15Trb1S2FDZSMLDzWfnlbg
The Cranberries,Zombie,5,spotify:track:2IZZqH4K02UIYg5EohpNHF,https://open.spotify.com/track/2IZZqH4K02UIYg5EohpNHF
The Cranberries,Salvation,55,spotify:track:1ayRJ4dlr48VJ3FK6uPq2i,https://open.spotify.com/track/1ayRJ4dlr48VJ3FK6uPq2i
Creedence Clearwater Revival,Proud Mary,50,spotify:track:031rVKYjBhsaVM8o1i1vK0,https://open.spotify.com/track/031rVKYjBhsaVM8o1i1vK0
Creedence Clearwater Revival,Lodi - Remastered 1985,49,spotify:track:0LMURKNxUPx7OIInOqSc3N,https://open.spotify.com/track/0LMURKNxUPx7OIInOqSc3N
Creedence Clearwater Revival,Down On The Corner,51,spotify:track:4IiRAL0swv6SGt92wsFXlG,https://open.spotify.com/track/4IiRAL0swv6SGt92wsFXlG
Creedence Clearwater Revival,Who'll Stop The Rain,47,spotify:track:4hqhLTbu0YtJVIdMs5ysPK,https://open.spotify.com/track/4hqhLTbu0YtJVIdMs5ysPK
Creedence Clearwater Revival,Susie Q - Single Version,0,spotify:track:6rn6Dzv5pm3RaeKCKhZuLo,https://open.spotify.com/track/6rn6Dzv5pm3RaeKCKhZuLo
Creedence Clearwater Revival,Green River,0,spotify:track:1ZqIGtOBYa6cA6ztv2GEro,https://open.spotify.com/track/1ZqIGtOBYa6cA6ztv2GEro
Creedence Clearwater Revival,Down On The Corner - Jam With Booker T.,35,spotify:track:1G94iOtvExyCWSYja7PQeF,https://open.spotify.com/track/1G94iOtvExyCWSYja7PQeF
The Cribs,Men's Needs,50,spotify:track:3qel23hQWhHT3qGewBQ0pE,https://open.spotify.com/track/3qel23hQWhHT3qGewBQ0pE
Crystal Castles,Untrust Us,0,spotify:track:5kCWUfblMC2xdBruW7PeuC,https://open.spotify.com/track/5kCWUfblMC2xdBruW7PeuC
Crystal Castles,Crimewave,0,spotify:track:3yQFmN8A5S8Kf1nUJuvb01,https://open.spotify.com/track/3yQFmN8A5S8Kf1nUJuvb01
Crystal Castles,Vanished,0,spotify:track:0exOxvY3iHsmAnGHiJYAZq,https://open.spotify.com/track/0exOxvY3iHsmAnGHiJYAZq
Crystal Castles,Knights,0,spotify:track:16HixADiBNDayJ237F8ag0,https://open.spotify.com/track/16HixADiBNDayJ237F8ag0
Crystal Castles,Celestica,53,spotify:track:5QmolkpuE6IfPdr7j2MGn5,https://open.spotify.com/track/5QmolkpuE6IfPdr7j2MGn5
Crystal Castles,Not In Love - Radio Version,61,spotify:track:46Xnj8vZFwOZCE4aZNXlTf,https://open.spotify.com/track/46Xnj8vZFwOZCE4aZNXlTf
CSS,Jager Yoga,0,spotify:track:2QdtAmAy8yftcCl0MHKUgu,https://open.spotify.com/track/2QdtAmAy8yftcCl0MHKUgu
The Cult,She Sells Sanctuary (2009 Re-master),0,spotify:track:3EAFamlgsYPA3HijLUPszI,https://open.spotify.com/track/3EAFamlgsYPA3HijLUPszI
Culture Club,Karma Chameleon - Remastered 2002,76,spotify:track:2wSAWEYUHkt92X4SBAPqZE,https://open.spotify.com/track/2wSAWEYUHkt92X4SBAPqZE
Culture Club,Do You Really Want To Hurt Me,66,spotify:track:1I6q6nwNjNgik1Qe8Oi0Y7,https://open.spotify.com/track/1I6q6nwNjNgik1Qe8Oi0Y7
The Cure,Just Like Heaven,74,spotify:track:4NnWuGQujzWUEg0uZokO5M,https://open.spotify.com/track/4NnWuGQujzWUEg0uZokO5M
The Cure,Friday I'm In Love,78,spotify:track:4QlzkaRHtU8gAdwqjWmO8n,https://open.spotify.com/track/4QlzkaRHtU8gAdwqjWmO8n
Curumin,Magrela Fever,0,spotify:track:1OSChNJOFS4zjrrrNuAbHq,https://open.spotify.com/track/1OSChNJOFS4zjrrrNuAbHq
Cyndi Lauper,Girls Just Want to Have Fun,80,spotify:track:4y1LsJpmMti1PfRQV9AWWe,https://open.spotify.com/track/4y1LsJpmMti1PfRQV9AWWe
Cyndi Lauper,Time After Time,77,spotify:track:7o9uu2GDtVDr9nsR7ZRN73,https://open.spotify.com/track/7o9uu2GDtVDr9nsR7ZRN73
Cynthia Harrell,Snake Eater,54,spotify:track:2e3g8go386Zn6EyIz60Ci9,https://open.spotify.com/track/2e3g8go386Zn6EyIz60Ci9
Daft Punk,Too Long,55,spotify:track:3zMvotMEQK3xvH01vA9wAP,https://open.spotify.com/track/3zMvotMEQK3xvH01vA9wAP
Daft Punk,Da Funk,64,spotify:track:0MyY4WcN7DIfbSmp5yej5z,https://open.spotify.com/track/0MyY4WcN7DIfbSmp5yej5z
Daft Punk,Around the World,75,spotify:track:1pKYYY0dkg23sQQXi0Q5zN,https://open.spotify.com/track/1pKYYY0dkg23sQQXi0Q5zN
Daft Punk,Teachers,48,spotify:track:4ZdjCuiWBv2weLftWPJ72c,https://open.spotify.com/track/4ZdjCuiWBv2weLftWPJ72c
Daft Punk,Human After All,49,spotify:track:3aCKAkMx3yfaj3AO5Gz47e,https://open.spotify.com/track/3aCKAkMx3yfaj3AO5Gz47e
Daft Punk,Robot Rock,58,spotify:track:7LL40F6YdZgeiQ6en1c7Lk,https://open.spotify.com/track/7LL40F6YdZgeiQ6en1c7Lk
Daft Punk,Steam Machine,35,spotify:track:60HSQkYSlJVtdRdHgzRsXz,https://open.spotify.com/track/60HSQkYSlJVtdRdHgzRsXz
Daft Punk,Make Love,52,spotify:track:4ABWPP59ItFKykdaDF09K5,https://open.spotify.com/track/4ABWPP59ItFKykdaDF09K5
Daft Punk,The Brainwasher,35,spotify:track:73MAeHX5sqLYfuYclsrvHc,https://open.spotify.com/track/73MAeHX5sqLYfuYclsrvHc
TWICE,SIGNAL,0,spotify:track:0x9y2S5meCeLvHz6WAGjxu,https://open.spotify.com/track/0x9y2S5meCeLvHz6WAGjxu
TWICE,Touchdown,0,spotify:track:4V0dFW5rEeJoMpRG9sFt9g,https://open.spotify.com/track/4V0dFW5rEeJoMpRG9sFt9g
TWICE,툭하면 톡 Tuk Tok,0,spotify:track:1s0yrbHzVJf822IBQQfJYC,https://open.spotify.com/track/1s0yrbHzVJf822IBQQfJYC
TWICE,다시 해줘 Do it again,0,spotify:track:6KnkYUz3zXQnftT1fzZcDL,https://open.spotify.com/track/6KnkYUz3zXQnftT1fzZcDL
TWICE,LALALA,0,spotify:track:4UIazOoyPmlVj6KL2xYCuL,https://open.spotify.com/track/4UIazOoyPmlVj6KL2xYCuL
TWICE,YOUNG & WILD,0,spotify:track:61F0Q8OYSaAOaeFm1vBlB2,https://open.spotify.com/track/61F0Q8OYSaAOaeFm1vBlB2
TWICE,SUNSET,0,spotify:track:5nILPiaceswehHbubPYCii,https://open.spotify.com/track/5nILPiaceswehHbubPYCii
TWICE,Dance The Night Away,0,spotify:track:76ziL4M1nP9psv11be5812,https://open.spotify.com/track/76ziL4M1nP9psv11be5812
TWICE,What is Love?,0,spotify:track:4gjVhOuUPOpF23uKkcfVYU,https://open.spotify.com/track/4gjVhOuUPOpF23uKkcfVYU
TWICE,HO!,0,spotify:track:6qwwoDOtPhlGD2OjHJ3TCT,https://open.spotify.com/track/6qwwoDOtPhlGD2OjHJ3TCT
TWICE,TT,0,spotify:track:0l556bCRS6I5TZr7nosUce,https://open.spotify.com/track/0l556bCRS6I5TZr7nosUce
TWICE,Heart Shaker,0,spotify:track:4QcHRRDS0ayymLybzKNZq4,https://open.spotify.com/track/4QcHRRDS0ayymLybzKNZq4
TWICE,LIKEY,0,spotify:track:275tsOPeUK8yDmc0WGOHLR,https://open.spotify.com/track/275tsOPeUK8yDmc0WGOHLR
TWICE,거북이 TURTLE,0,spotify:track:5vci2lIqQtv0nimvyqeR5s,https://open.spotify.com/track/5vci2lIqQtv0nimvyqeR5s
TWICE,MISSING U,0,spotify:track:1DpTkve9qy2AyclsSgCady,https://open.spotify.com/track/1DpTkve9qy2AyclsSgCady
TWICE,FANCY,3,spotify:track:60zxdAqWtdDu0vYsbXViA7,https://open.spotify.com/track/60zxdAqWtdDu0vYsbXViA7
TWICE,STUCK IN MY HEAD,0,spotify:track:3wYfq59muPBPUtkYXwvYYE,https://open.spotify.com/track/3wYfq59muPBPUtkYXwvYYE
TWICE,GIRLS LIKE US,0,spotify:track:3D75hig6Ahi4Nihwd37XWj,https://open.spotify.com/track/3D75hig6Ahi4Nihwd37XWj
TWICE,HOT,0,spotify:track:5jJWV34duiWVCQwGSFo463,https://open.spotify.com/track/5jJWV34duiWVCQwGSFo463
TWICE,STRAWBERRY,0,spotify:track:5ROZkR98PX7FQBNOEi2FmC,https://open.spotify.com/track/5ROZkR98PX7FQBNOEi2FmC
